project_id,freelancer_id,client_id,category,budget_usd,status,start_date,deadline,duration_days,bids_received,remote,project_complexity
PR001158,FL00261,CL00860,SEO,2093,disputed,2022-09-18,2022-10-03,127,35,Yes,Low
PR001159,FL00055,CL00947,SEO,1938,disputed,2020-02-11,2020-03-21,127,9,True,low
PR001160,FL00080,CL00981,SEO,3939,completed,2022-06-18,2022-08-19,7,13,False,low
PR001161,FL00209,CL00320,SEO,1475,in_progress,2020-03-11,2020-04-05,124,26,1,low
PR001162,FL00457,CL00401,DevOps,467,disputed,2021-02-22,2021-04-25,,39,No,Medium
PR001163,FL00070,CL00416,Data Science,,disputed,2022-06-03,2022-07-29,178,36,0,Medium
PR001164,,CL00568,DevOps,700,in_progress,2023-01-31,2023-05-03,114,41,1,High
PR001165,,CL00753,Data Science,2682,completed,2020-03-02,2020-05-04,137,17,true,Medium
PR001166,FL00345,CL00957,AI/ML,4574,cancelled,,2022-09-05,171,23,No,high
PR001167,FL00039,CL00856,AI/ML,4367,completed,2023-04-19,,17,31,true,Low
PR001168,FL00138,CL00153,Video,3349,completed,2023-10-31,2023-12-25,,43,True,Low
PR001169,FL00354,CL00045,Mobile App,3726,completed,2023-06-14,2023-08-31,166,7,Yes,medium
PR001170,FL00387,CL00826,AI/ML,216,cancelled,,,56,1,True,medium
PR001171,FL00058,CL00674,Web Development,1913,completed,2023-08-06,2023-10-18,180,19,true,high
PR001172,FL00468,CL00118,Writing,3770,in_progress,2024-05-07,2024-06-16,69,35,1,medium
PR001173,FL00371,CL00001,Marketing,1510,in_progress,2020-01-10,2020-05-06,31,25,False,
PR001174,FL00295,CL00772,AI/ML,569,completed,2021-04-26,2021-07-06,83,8,false,Low
PR001175,FL00076,CL00191,Writing,4626,in_progress,2022-02-28,2022-04-08,140,32,0,medium
PR001176,FL00126,CL00836,Writing,396,cancelled,2021-03-25,2021-05-18,,39,Yes,medium
PR001177,FL00190,CL00246,AI/ML,1263,in_progress,2022-06-11,2022-09-14,156,22,No,medium
PR001178,FL00399,CL00510,Web Development,1199,cancelled,2020-02-06,2020-02-24,147,29,0,high
PR001179,FL00049,CL00245,Writing,699,completed,2024-03-01,2024-04-04,109,31,1,low
PR001180,FL00325,CL00002,Data Science,899,completed,2023-09-17,2024-01-13,115,30,0,high
PR001181,FL00444,CL00133,Writing,2758,completed,2023-04-26,2023-05-31,173,10,0,Medium
PR001182,FL00480,CL00544,Writing,3638,completed,2021-04-10,2021-07-17,5,42,0,high
PR001183,FL00453,CL00319,AI/ML,2120,completed,2023-09-20,2023-11-30,88,41,true,High
PR001184,FL00042,CL00456,Video,3984,cancelled,2021-08-16,2021-10-14,21,36,1,high
PR001185,FL00403,CL00449,AI/ML,629,completed,2023-12-29,2024-03-16,109,43,Yes,High
PR001186,FL00492,CL00491,AI/ML,4142,,2022-08-09,,8,16,Yes,high
PR001187,FL00030,CL00111,Video,802,completed,2022-09-27,2022-11-14,4,,1,high
PR001188,FL00264,CL00690,SEO,2335,completed,2023-09-11,2023-10-10,77,12,0,Low
PR001189,FL00301,CL00932,SEO,2818,completed,2021-01-03,2021-04-03,114,8,0,medium
PR001190,FL00166,CL00449,Web Development,670,completed,2021-09-05,2021-12-11,106,42,True,low
PR001191,FL00202,CL00280,Video,3477,cancelled,2024-04-11,2024-06-20,95,32,false,high
PR001192,FL00079,CL00372,Marketing,3269,cancelled,2022-01-31,2022-05-09,24,42,false,high
PR001193,FL00416,CL00963,SEO,2295,disputed,2022-04-30,2022-08-10,61,36,No,High
PR001194,FL00153,CL00857,Writing,413,cancelled,2021-10-14,2021-10-29,31,3,False,low
PR001195,FL00229,CL00759,DevOps,554,completed,2022-10-23,2022-11-12,162,26,true,low
PR001196,FL00455,CL00452,Data Science,4979,completed,2023-04-04,TBD,23,44,Yes,medium
PR001197,FL00477,CL00131,Mobile App,4598,completed,2022-09-06,2022-09-14,68,10,Yes,medium
PR001198,FL00148,CL00070,Mobile App,4048,completed,2023-11-20,2023-12-14,112,23,true,Medium
PR001199,FL00189,CL00891,Marketing,,completed,2023-02-13,2023-04-23,58,22,No,medium
PR001200,FL00054,CL00497,Marketing,1688,completed,2023-05-10,2023-08-08,117,33,True,Low
