review_id,project_id,reviewer_id,rating,review_text,review_date,helpful_votes,verified_purchase
RV000352,PR001175,CL00016,2,Quality was below expectations.,2022-05-31,,1
RV000353,PR000686,CL00693,1,Communication was poor.,2021-10-27,15,0
RV000354,PR001110,CL00781,3,Not as described in the proposal.,2023-07-31,,true
RV000355,PR000421,CL00995,1,Missed the deadline significantly.,2022-04-25,34,True
RV000356,PR001080,CL00487,1,Quality was below expectations.,2024-07-20,4,0
RV000357,PR000036,CL00036,4,Excellent communication throughout.,2020-12-25,48,0
RV000358,PR000894,CL00466,1,Not as described in the proposal.,2022-02-24,15,0
RV000359,PR000651,CL00623,3,Not as described in the proposal.,2022-09-25,24,false
RV000360,PR000975,CL00044,3,Not as described in the proposal.,2021-09-11,42,true
RV000361,PR000658,CL00240,1,,2021-11-26,33,False
RV000362,PR001183,CL00561,4,Very professional and skilled.,,22,0
RV000363,PR000212,CL00191,1,Quality was below expectations.,2021-04-24,46,false
RV000364,PR000093,CL00198,1,Had to redo parts of the work.,2023-05-13,27,False
RV000365,PR000134,CL00919,3,Communication was poor.,2023-01-01,30,False
RV000366,PR000640,CL00428,3,Quality was below expectations.,2022-05-16,6,1
RV000367,PR000361,CL00020,,Not as described in the proposal.,2023-01-26,17,False
RV000368,PR000611,CL00912,3,Had to redo parts of the work.,,33,0
RV000369,PR000542,CL00770,5,Excellent communication throughout.,2024-04-01,45,1
RV000370,PR000886,CL00035,2,Had to redo parts of the work.,2021-11-20,27,True
RV000371,PR000400,CL00933,5,Outstanding quality and fast turnaround.,2020-11-22,47,true
RV000372,PR000470,CL00284,10,Very professional and skilled.,2024-10-30,26,False
RV000373,PR000405,CL00209,4,Very professional and skilled.,2023-07-12,44,false
RV000374,PR001144,CL00213,1,Not as described in the proposal.,2022-06-16,2,True
RV000375,PR000997,CL00516,1,Had to redo parts of the work.,2024-01-26,29,False
RV000376,PR000635,CL00936,1,Not as described in the proposal.,2023-01-23,21,False
RV000377,PR000855,CL00686,1,Quality was below expectations.,2021-05-22,34,0
RV000378,PR000119,CL00459,2,Communication was poor.,2024-11-10,22,true
RV000379,PR000864,CL00795,2,Communication was poor.,2021-10-11,26,0
RV000380,PR000885,CL00838,2,Missed the deadline significantly.,2021-09-17,36,false
RV000381,PR000174,CL00001,1,Quality was below expectations.,,35,false
RV000382,PR001124,CL00220,5,Would hire again without hesitation.,2022-04-07,4,False
RV000383,,CL00426,4,Outstanding quality and fast turnaround.,2022-09-13,40,False
RV000384,PR001166,CL00486,1,Not as described in the proposal.,2022-10-22,41,false
RV000385,PR000500,CL00381,4,Would hire again without hesitation.,2024-07-28,14,false
RV000386,PR001016,CL00625,3,Quality was below expectations.,2023-07-28,34,1
RV000387,PR000393,CL00926,3,Had to redo parts of the work.,,8,true
RV000387,PR000393,CL00926,3,Had to redo parts of the work.,,8,true
RV000388,PR000720,CL00160,4,Would hire again without hesitation.,2023-03-14,21,1
RV000389,,CL00240,1,Quality was below expectations.,2024-06-21,0,1
RV000390,PR000064,CL00161,4,Would hire again without hesitation.,2021-11-06,32,true
RV000391,PR000247,CL00630,9,"Great work, highly recommend!",2024-10-08,46,False
RV000392,PR000424,CL00034,2,Communication was poor.,2021-02-17,11,True
RV000393,PR000827,CL00309,3,Quality was below expectations.,2022-06-18,0,0
RV000394,PR000007,CL00346,4,Would hire again without hesitation.,2020-09-30,48,true
RV000395,PR001172,CL00389,1,Missed the deadline significantly.,2024-08-07,12,false
RV000396,PR000043,CL00384,2,Not as described in the proposal.,2022-01-22,5,False
RV000397,PR000793,CL00868,4,"Great work, highly recommend!",2022-04-04,12,False
RV000398,PR000764,CL00645,5,Very professional and skilled.,2023-06-25,24,1
RV000399,PR000237,CL00296,3,Quality was below expectations.,2023-04-26,14,1
RV000400,PR000684,CL00901,4,"Great work, highly recommend!",2021-02-03,10,1
RV000401,PR000046,CL00963,3,Quality was below expectations.,2022-01-24,45,false
RV000402,PR000063,CL00397,4,Would hire again without hesitation.,2021-06-15,,0
RV000403,PR000859,CL00076,5,"Great work, highly recommend!",2021-07-11,15,false
RV000404,PR000778,CL00673,5,Delivered on time and exceeded expectations.,2022-06-10,8,1
RV000405,PR000447,CL00337,5,"Great work, highly recommend!",2022-10-12,1,true
RV000406,PR000049,CL00705,5,Would hire again without hesitation.,2024-05-14,33,1
RV000407,PR001171,CL00397,1,Not as described in the proposal.,2021-09-26,32,1
RV000408,PR000017,CL00579,4,Excellent communication throughout.,2023-04-28,44,1
RV000409,PR000585,CL00478,3,Had to redo parts of the work.,2024-11-04,19,0
RV000410,PR001149,CL00472,1,Had to redo parts of the work.,2023-10-16,3,True
RV000411,PR000504,CL00245,3,Not as described in the proposal.,2022-07-22,1,false
RV000412,PR000236,CL00382,1,Missed the deadline significantly.,2023-07-22,30,True
RV000413,PR000442,CL00331,5,Would hire again without hesitation.,2023-12-08,30,true
RV000414,PR000808,CL00797,1,Quality was below expectations.,2024-09-10,46,1
RV000415,PR000827,CL00213,2,Missed the deadline significantly.,2024-09-15,9,false
RV000416,PR001057,CL00407,1,Not as described in the proposal.,2023-11-02,1,False
RV000417,PR000551,CL00666,2,Missed the deadline significantly.,2021-11-08,24,1
RV000418,PR000157,CL00261,5,"Great work, highly recommend!",2023-11-14,50,False
RV000419,,CL00649,4,Would hire again without hesitation.,2022-03-21,,True
RV000420,PR000448,CL00015,3,Missed the deadline significantly.,2021-02-28,40,1
RV000421,PR000298,CL00096,5,Very professional and skilled.,2022-10-03,46,1
RV000422,PR000405,CL00447,2,Quality was below expectations.,,35,true
RV000423,PR000775,CL00936,2,Had to redo parts of the work.,2023-08-23,0,1
RV000424,PR000998,CL00847,2,Had to redo parts of the work.,2023-12-30,23,0
RV000425,PR000127,CL00422,5,Excellent communication throughout.,2021-12-27,3,1
RV000426,PR001051,CL00308,5,Delivered on time and exceeded expectations.,2023-10-16,40,False
RV000427,PR000881,CL00826,5,,2024-02-29,32,False
RV000428,PR001038,CL00075,4,"Great work, highly recommend!",2024-11-15,17,1
RV000429,PR000650,CL00054,10,Excellent communication throughout.,2021-03-11,26,True
RV000430,PR000823,CL00970,4,Would hire again without hesitation.,2021-01-09,40,true
RV000431,PR000003,CL00317,3,Communication was poor.,2023-06-01,48,True
RV000432,PR000521,CL00799,1,Missed the deadline significantly.,2023-09-10,3,1
RV000433,PR000031,CL00028,3,Communication was poor.,2024-04-02,48,False
RV000434,PR000326,CL00698,2,Communication was poor.,2020-07-22,46,False
RV000435,PR000618,CL00751,3,Quality was below expectations.,2022-07-28,14,1
RV000436,PR000593,CL00082,1,Communication was poor.,2023-08-29,35,False
RV000437,PR001085,CL00349,1,Not as described in the proposal.,2024-03-22,28,True
RV000438,PR000146,CL00647,5,Outstanding quality and fast turnaround.,2022-11-03,25,0
RV000439,PR000037,CL00162,3,Had to redo parts of the work.,2022-05-01,0,False
RV000440,PR001095,CL00463,5,,2022-12-03,2,True
RV000441,PR000260,CL00934,,Excellent communication throughout.,2024-11-11,1,true
RV000442,PR000515,CL00043,4,Excellent communication throughout.,2021-06-25,49,0
RV000443,PR000208,CL00767,1,Quality was below expectations.,2023-06-14,12,false
RV000444,PR000148,CL00129,5,Outstanding quality and fast turnaround.,2023-12-13,25,false
RV000445,PR000136,CL00355,4,Excellent communication throughout.,2024-04-23,44,1
RV000446,PR000395,CL00082,6,Delivered on time and exceeded expectations.,2020-11-02,10,True
RV000447,PR001009,CL00275,4,,2022-07-14,18,0
RV000448,PR000815,CL00308,2,Communication was poor.,2021-02-23,2,false
RV000449,PR000931,CL00542,2,Missed the deadline significantly.,2023-03-04,34,True
RV000450,PR000053,CL00967,3,Missed the deadline significantly.,2023-01-21,29,true
RV000451,PR000556,CL00645,4,Very professional and skilled.,2024-07-25,14,False
RV000452,PR000945,CL00746,3,Not as described in the proposal.,2023-12-19,1,1
RV000453,PR001196,CL00495,2,Had to redo parts of the work.,2024-07-30,13,1
RV000453,PR001196,CL00495,2,Had to redo parts of the work.,2024-07-30,13,1
RV000454,PR000647,CL00026,2,Quality was below expectations.,,29,True
RV000454,PR000647,CL00026,2,Quality was below expectations.,,29,True
RV000455,PR000805,CL00458,4,Would hire again without hesitation.,2022-05-17,18,True
RV000456,PR000432,CL00875,3,Quality was below expectations.,2020-11-13,22,True
RV000457,PR000359,CL00030,2,Communication was poor.,2024-04-04,40,True
RV000458,PR001056,CL00377,1,Quality was below expectations.,2021-01-06,20,false
RV000459,PR000260,CL00415,2,,2022-11-29,6,0
RV000460,PR000852,CL00342,2,Quality was below expectations.,2022-06-23,28,True
RV000461,PR000014,CL00444,5,Excellent communication throughout.,2022-09-19,30,true
RV000462,PR000637,CL00478,5,Delivered on time and exceeded expectations.,2022-04-19,28,1
RV000463,PR001167,CL00772,4,Excellent communication throughout.,2024-06-09,40,True
RV000464,PR000330,CL00849,,Missed the deadline significantly.,2024-02-05,22,True
RV000465,PR000158,CL00390,1,Quality was below expectations.,2023-11-24,3,false
RV000466,PR000310,CL00094,5,Would hire again without hesitation.,2022-10-06,22,0
RV000467,PR000472,CL00403,5,Outstanding quality and fast turnaround.,2024-10-02,43,True
RV000468,PR001122,CL00713,5,Outstanding quality and fast turnaround.,2020-11-26,,1
RV000469,PR000720,CL00205,5,Very professional and skilled.,2021-08-16,27,0
RV000470,PR001070,CL00990,5,Delivered on time and exceeded expectations.,2023-12-11,44,0
RV000471,PR000794,CL00248,,Very professional and skilled.,2023-03-03,38,False
RV000472,,CL00737,5,Excellent communication throughout.,2023-02-15,43,0
RV000473,PR001140,CL00387,3,Quality was below expectations.,2023-05-14,11,True
RV000474,PR001148,CL00008,4,Very professional and skilled.,2022-09-03,47,false
RV000475,PR000373,CL00626,2,Missed the deadline significantly.,2022-02-12,11,true
RV000476,PR000214,CL00336,2,Communication was poor.,,1,false
RV000477,PR000682,CL00320,1,Missed the deadline significantly.,2023-02-18,42,False
RV000478,PR000096,CL00294,2,Quality was below expectations.,2021-07-08,23,1
RV000479,PR000793,CL00317,2,Communication was poor.,2022-06-17,6,True
RV000480,PR001186,CL00690,1,Not as described in the proposal.,2024-01-31,43,0
RV000481,PR001182,CL00289,2,Missed the deadline significantly.,2022-03-04,8,True
RV000482,PR000907,CL00514,1,Not as described in the proposal.,,37,false
RV000483,PR000999,CL00003,3,,2020-06-29,48,0
RV000484,PR001160,CL00620,4,Would hire again without hesitation.,2021-11-18,2,1
RV000485,PR000862,CL00569,2,Missed the deadline significantly.,2022-09-30,15,false
RV000486,PR000366,CL00374,1,,2020-06-28,33,1
RV000486,PR000366,CL00374,1,,2020-06-28,33,1
RV000487,PR000507,CL00158,8,Would hire again without hesitation.,2021-07-05,40,0
RV000488,PR000317,CL00063,2,Had to redo parts of the work.,2020-06-21,10,False
RV000489,PR000958,CL00276,4,Outstanding quality and fast turnaround.,2021-05-09,37,True
RV000490,PR000260,CL00852,2,Quality was below expectations.,2023-11-22,26,1
RV000491,PR000487,CL00206,2,Not as described in the proposal.,2024-05-11,41,true
RV000492,PR000182,CL00236,2,Not as described in the proposal.,2024-09-27,29,False
RV000493,PR000453,CL00624,2,Not as described in the proposal.,,20,1
RV000494,PR000426,CL00279,7,"Great work, highly recommend!",2023-09-16,43,1
RV000495,PR000878,CL00668,,Not as described in the proposal.,2023-12-07,46,true
RV000496,PR000540,CL00631,1,Quality was below expectations.,2020-10-24,21,true
RV000497,PR000991,CL00591,3,Not as described in the proposal.,2020-08-27,33,true
RV000498,PR000046,CL00022,4,Outstanding quality and fast turnaround.,,29,True
RV000499,PR001020,CL00330,2,Not as described in the proposal.,2024-09-09,22,0
RV000500,PR000864,CL00615,5,,2021-12-02,41,False
RV000501,PR000779,CL00636,3,Had to redo parts of the work.,2024-05-12,0,true
RV000502,PR000082,CL00276,4,,2021-03-12,30,False
RV000503,PR001091,CL00976,3,,2022-12-26,13,False
RV000504,PR000061,CL00038,1,Quality was below expectations.,2024-10-24,29,0
RV000505,PR000030,CL00161,2,Not as described in the proposal.,2020-09-02,22,False
RV000506,PR000887,CL00388,2,Communication was poor.,2023-03-24,21,1
RV000507,PR000787,CL00437,3,Not as described in the proposal.,2020-07-21,10,true
RV000508,PR001045,CL00180,2,Communication was poor.,2020-09-01,15,false
RV000509,PR000716,CL00521,3,Communication was poor.,2023-12-24,44,true
RV000510,PR000790,CL00618,2,Missed the deadline significantly.,2023-02-13,37,True
RV000511,PR000903,CL00334,3,Not as described in the proposal.,2024-02-02,6,False
RV000512,PR000311,CL00868,5,"Great work, highly recommend!",2024-02-28,0,0
RV000513,PR000905,CL00199,4,Would hire again without hesitation.,2022-01-25,0,1
RV000514,PR000318,CL00588,3,Not as described in the proposal.,2021-09-01,40,false
RV000515,PR001059,CL00084,2,Not as described in the proposal.,2024-06-04,29,0
RV000516,PR000115,CL00425,2,Missed the deadline significantly.,2020-11-14,28,0
RV000517,PR000057,CL00430,,Had to redo parts of the work.,2024-02-19,8,1
RV000518,PR000619,CL00992,5,Excellent communication throughout.,2022-06-23,6,false
RV000519,PR000466,CL00215,10,Outstanding quality and fast turnaround.,2021-10-09,37,True
RV000520,PR000484,CL00177,3,Not as described in the proposal.,2022-04-03,47,true
RV000521,PR001024,CL00184,1,Quality was below expectations.,2024-09-16,50,False
RV000522,PR000844,CL00211,4,"Great work, highly recommend!",2024-05-06,47,false
RV000522,PR000844,CL00211,4,"Great work, highly recommend!",2024-05-06,47,false
RV000523,PR000993,CL00287,3,,2021-12-13,47,False
RV000524,PR000751,CL00184,1,Had to redo parts of the work.,,10,True
RV000525,PR000181,CL00098,2,Had to redo parts of the work.,2022-05-20,,0
RV000526,PR000639,CL00905,2,Quality was below expectations.,2022-08-05,41,False
RV000527,PR000655,CL00243,,Missed the deadline significantly.,2024-12-01,14,True
RV000528,PR001088,CL00650,2,Not as described in the proposal.,2023-01-26,48,1
RV000529,PR000462,CL00522,3,Not as described in the proposal.,2022-06-03,35,False
RV000530,PR000899,CL00045,4,Very professional and skilled.,2023-09-01,13,False
RV000531,PR000007,CL00001,2,Communication was poor.,2022-09-10,,false
RV000532,PR000032,CL00529,4,Outstanding quality and fast turnaround.,,25,false
RV000533,PR001018,CL00297,2,Missed the deadline significantly.,2021-05-02,15,1
RV000534,PR000077,CL00104,5,Delivered on time and exceeded expectations.,2023-01-18,5,True
RV000535,PR000302,CL00137,2,Not as described in the proposal.,2023-06-27,48,True
RV000536,PR000270,CL00268,3,Communication was poor.,2022-02-01,9,False
RV000537,PR000115,CL00540,6,Outstanding quality and fast turnaround.,2021-06-26,16,true
RV000538,PR001001,CL00166,2,Missed the deadline significantly.,2022-04-19,31,False
RV000539,PR001064,CL00058,4,Would hire again without hesitation.,2024-11-25,29,true
RV000540,PR000142,CL00658,1,Had to redo parts of the work.,2023-07-06,15,False
RV000541,PR000385,CL00742,3,,2022-10-15,49,False
RV000542,PR000597,CL00482,5,Delivered on time and exceeded expectations.,2024-03-01,47,true
RV000543,PR001030,CL00164,3,Not as described in the proposal.,2022-11-03,12,True
RV000544,PR000667,CL00029,2,Missed the deadline significantly.,2021-08-20,45,True
RV000545,PR000197,CL00347,3,Quality was below expectations.,2020-10-31,23,0
RV000546,PR001162,CL00036,2,Not as described in the proposal.,2024-04-29,12,false
RV000547,PR000722,CL00745,3,Quality was below expectations.,2023-07-08,28,1
RV000548,PR000164,CL00781,,Excellent communication throughout.,2020-07-15,30,true
RV000549,PR000380,CL00759,4,"Great work, highly recommend!",2021-02-20,35,True
RV000550,PR000622,CL00292,3,Communication was poor.,2022-08-16,39,1
RV000551,PR000752,CL00654,4,Outstanding quality and fast turnaround.,2022-06-14,29,0
RV000551,PR000752,CL00654,4,Outstanding quality and fast turnaround.,2022-06-14,29,0
RV000552,PR000354,CL00823,2,Communication was poor.,2024-03-19,6,0
RV000553,PR000754,CL00074,4,Very professional and skilled.,2021-05-31,41,0
RV000554,PR000544,CL00496,,Communication was poor.,2023-08-09,18,true
RV000555,PR000320,CL00751,8,Outstanding quality and fast turnaround.,2021-12-07,14,True
RV000556,PR000426,CL00729,3,Missed the deadline significantly.,2021-04-02,21,false
RV000557,PR000062,CL00971,3,Quality was below expectations.,2021-10-07,10,false
RV000558,PR000910,CL00449,5,Excellent communication throughout.,2023-01-06,32,False
RV000559,,CL00071,1,Communication was poor.,2024-07-14,18,True
RV000560,PR000609,CL00494,1,Missed the deadline significantly.,,16,True
RV000561,PR000127,CL00861,2,Quality was below expectations.,2024-04-09,18,False
RV000561,PR000127,CL00861,2,Quality was below expectations.,2024-04-09,18,False
RV000562,PR000849,CL00061,3,Communication was poor.,2020-11-23,13,true
RV000563,PR000020,CL00467,3,,2024-06-30,49,true
RV000564,PR000548,CL00074,5,,2021-09-10,17,false
RV000565,PR000320,CL00108,2,Missed the deadline significantly.,2023-06-11,27,0
RV000566,PR000198,CL00115,,Had to redo parts of the work.,2023-11-15,0,0
RV000567,PR000383,CL00716,,Missed the deadline significantly.,2021-08-16,0,true
RV000568,PR001118,CL00766,3,Not as described in the proposal.,2022-03-20,46,0
RV000569,PR000263,CL00102,2,Not as described in the proposal.,2021-09-24,39,True
RV000570,PR000202,CL00831,3,Missed the deadline significantly.,2024-09-30,46,false
